"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"Montipora_capitata_HIv3___RNAseq.g23056.t1",58.3173066613476,-1.20725400708893,0.360981530938269,-3.34436502596412,0.000824711485495732,0.00558243117040734,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g22956.t1",5.3801660163895,-3.69690509813683,1.05549045757015,-3.50254715390558,0.000460832206675261,0.0034347902916478,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g36999.t1",36.531167648161,6.00263528665584,1.1530771940449,5.2057531947181,1.93211302301093e-07,4.00525304569252e-06,"Up at 14 hpf"
"Montipora_capitata_HIv3___TS.g21730.t1",71.6503555414665,7.11328097211764,1.51938170956587,4.68169448620658,2.8451329002344e-06,4.2074441472097e-05,"Up at 14 hpf"
"Montipora_capitata_HIv3___RNAseq.g12823.t1",11.1507633115812,-7.57697721620369,1.65613982659461,-4.57508303014707,4.76031158769452e-06,6.42572873763357e-05,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g48200.t1",10.7089893434889,-6.82323693536753,1.24091622788204,-5.49854759093066,3.82932196279822e-08,9.46417067833854e-07,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g28457.t1",14.8919446980091,4.71214634040774,0.940790755421552,5.00870816730795,5.47965868730754e-07,9.93937309160647e-06,"Up at 14 hpf"
"Montipora_capitata_HIv3___RNAseq.g524.t1",38.648067731298,-7.93342358202259,1.338311129534,-5.92793664114937,3.06764807306576e-09,1.01025700902701e-07,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g35211.t1",9.20656063756202,4.2514964123934,1.36949165858757,3.10443395966222,0.00190643482298692,0.0112484499371534,"Up at 14 hpf"
"Montipora_capitata_HIv3___TS.g46890.t3",1102.23012668473,1.28816936687299,0.474825821700315,2.71293031676365,0.0066691129077058,0.0314715709216787,"Up at 14 hpf"
"Montipora_capitata_HIv3___TS.g38472.t1",158.40775856232,8.46415472944823,1.20679983670232,7.01371882231705,2.32065550510409e-12,1.44643809905381e-10,"Up at 14 hpf"
"Montipora_capitata_HIv3___RNAseq.g46351.t1",5.86758932552749,6.48799699181057,1.16123295323597,5.5871623120328,2.30809981859453e-08,5.95425639313538e-07,"Up at 14 hpf"
"Montipora_capitata_HIv3___RNAseq.g10762.t1",3032.62643671091,1.1562056440641,0.43353212463116,2.66694341289652,0.00765445586982232,0.0348332552602638,"Up at 14 hpf"
"Montipora_capitata_HIv3___RNAseq.g48664.t1b",9.64180010463088,4.7385341690684,1.79490102431466,2.63999747333016,0.00829066453233577,0.037029378158542,"Up at 14 hpf"
"Montipora_capitata_HIv3___RNAseq.g12850.t2",39.255686890541,-2.25725242875356,0.825393632503224,-2.73475871373983,0.0062426017069203,0.0298840422949324,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g47842.t1",117.953008632515,7.6992489795031,1.32126353926231,5.82718643988446,5.63696268104036e-09,1.72205501377703e-07,"Up at 14 hpf"
"Montipora_capitata_HIv3___RNAseq.g8803.t1",194.336524820671,2.51675214247356,0.830203047005541,3.03148988858958,0.00243350070820228,0.013864982255874,"Up at 14 hpf"
"Montipora_capitata_HIv3___TS.g24174.t1c",85.9900988812975,7.83793204621978,1.21248687810595,6.46434381084895,1.01739319113674e-10,4.47797657160515e-09,"Up at 14 hpf"
