"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"Montipora_capitata_HIv3___RNAseq.g22956.t1",5.3801660163895,-3.06364259168604,1.01209891040312,-3.02701896049449,0.00246978466080988,0.00911753519605818,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g36999.t1",36.531167648161,8.48933901509823,1.15274495600716,7.3644555726388,1.77871277488967e-13,6.11372317474097e-12,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g9512.t1",68.9256603807535,4.48531506060549,1.17634603479554,3.81292147712732,0.000137333754533327,0.000725810395266122,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g14916.t1",4.29458412170812,5.24610972597137,1.42455677266403,3.68262594137315,0.000230843759978357,0.00114803352658847,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g9640.t1",40.9147648568196,2.76297106593751,1.08809327389451,2.53927777353892,0.0111081589751819,0.0332144611139684,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g37069.t1",41.5015153845428,-1.40976292972723,0.558707844350708,-2.52325601650637,0.0116273715195053,0.0346169603235566,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g21730.t1",71.6503555414665,9.20236244230317,1.58063113929983,5.82195441649943,5.81634148369393e-09,8.4371884495446e-08,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g48200.t1",10.7089893434889,-2.07368114087666,0.829639251612564,-2.49949738617847,0.0124369616576668,0.0365652728468408,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g28457.t1",14.8919446980091,4.62758566628844,0.95953087028648,4.82275850583819,1.41586353254189e-06,1.19048368911115e-05,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.36991_t",79.2414674072312,-1.10947199561922,0.30042072376492,-3.69306079059773,0.000221571029957987,0.00110739664791729,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g20774.t1",41.5121000257135,1.32490580445483,0.406939236403468,3.25578289320135,0.00113080183138229,0.00463695946221743,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g20462.t1",20.4391348031314,1.88962028708017,0.611077269449572,3.09227716616304,0.0019862729708444,0.00757276368244978,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g35211.t1",9.20656063756202,6.00667200071018,1.36782811429529,4.39139387320229,1.12626305308959e-05,7.77757495060656e-05,"Up at 28 hpf"
"Montipora_capitata_HIv3___TS.g46890.t3",1102.23012668473,4.24381507503934,0.507457501343933,8.36289751122048,6.11963731519012e-17,3.8143107162614e-15,"Up at 28 hpf"
"Montipora_capitata_HIv3___TS.g38472.t1",158.40775856232,10.4561426894459,1.23182972156382,8.48830200019179,2.09678102422694e-17,1.44692867678975e-15,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g46351.t1",5.86758932552749,5.44326527391616,1.19763733970443,4.5450029766603,5.49344777687583e-06,4.02977972455561e-05,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g7477.t1",34.3175304535994,7.57413086372382,1.38487940430443,5.46916275899707,4.52166387701646e-08,5.3797776743665e-07,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g10762.t1",3032.62643671091,3.91007649418525,0.466951343809194,8.3736272440903,5.58712960404689e-17,3.50501682498032e-15,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g48664.t1b",9.64180010463088,6.94255861549579,1.86331366181689,3.72592052415169,0.000194603718341463,0.000988988176168791,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g15058.t2",52.9795363442477,-2.10911084152433,0.438291553404957,-4.81211838361765,1.49338844583576e-06,1.24698580598265e-05,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g30142.t1",7.6666404992687,6.32512651849882,1.41263017996788,4.47755301294967,7.55034819310292e-06,5.38331467849205e-05,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g30951.t1",45.874475335295,6.81176803365062,1.26679071600721,5.3771849979455,7.56594232679473e-08,8.57829124183644e-07,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g27573.t1",8.62818867737252,3.98448468689069,1.09201111910408,3.64875834795498,0.000263510825107758,0.00129358642345836,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g47842.t1",117.953008632515,10.2051933356479,1.35941373171523,7.50705476747799,6.04724327779363e-14,2.28212567604548e-12,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g222.t1",5.33629943511441,5.47379413874117,1.52004265722894,3.60107929386665,0.000316898899292135,0.00151863108435581,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g8803.t1",194.336524820671,4.28321632343927,0.886910335859844,4.82936791946028,1.36967130027001e-06,1.15465919999202e-05,"Up at 28 hpf"
"Montipora_capitata_HIv3___TS.g24174.t1c",85.9900988812975,10.1955817103752,1.23618204301109,8.2476377714894,1.61556193807044e-16,9.34607418185537e-15,"Up at 28 hpf"
"Montipora_capitata_HIv3___TS.g24174.t1b",7.51856487541544,3.00588782285698,0.771073306736386,3.89831653695754,9.68637465159548e-05,0.000534132794001506,"Up at 28 hpf"
"Montipora_capitata_HIv3___TS.g9405.t1",27.5653601326334,-1.22417688462883,0.504940807929188,-2.42439681128033,0.0153338403667367,0.0434799757949566,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g31532.t1",27.8094845265517,8.21808744313987,1.76069502870112,4.66752464746971,3.04850189092865e-06,2.36558849544271e-05,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g6927.t1",44.0904731730504,2.99666193938475,0.999774966110993,2.99733644166088,0.00272349958632996,0.00991399001640306,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g8801.t1",64.525183005133,1.80032710081063,0.728254872591147,2.4721113013704,0.0134317690845137,0.0390034028029717,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g26904.t1",63.7368718195983,-2.40929263260229,0.35210976552021,-6.84244763573309,7.78513672207521e-12,2.02728317714201e-10,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g19657.t1",31.9630022352303,8.61912377000268,1.1028161457489,7.81555819909547,5.47199869142292e-15,2.48192391351346e-13,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g4956.t1",60.747080762577,8.79769712824782,1.3771230749426,6.38846105212092,1.67563488768656e-10,3.46644724838113e-09,"Up at 28 hpf"
"Montipora_capitata_HIv3___TS.g41462.t1",9.20426715509092,5.1510966343982,2.05446231806991,2.50727238416204,0.0121666913900399,0.0359456897612157,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g19382.t1",50.5871787509744,3.36420407293868,1.22163238400809,2.75385960373855,0.00588970275508993,0.0194000744346825,"Up at 28 hpf"
"Montipora_capitata_HIv3___TS.g47225.t1",707.220675265483,6.31986092595231,1.32035903454949,4.78647152826023,1.6973900586047e-06,1.4063881094494e-05,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g39839.t1",7.83518357908499,5.9042656647936,1.5033608273409,3.92737761781174,8.58770937255277e-05,0.00047763880396219,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g33434.t1",22.0420325484338,7.31495593280306,1.21234090349321,6.03374505613553,1.60202743706096e-09,2.70107976779161e-08,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g3955.t1",71.2843492128845,-10.04082324333,1.32528588101788,-7.57634513967523,3.55425498903609e-14,1.3742206405897e-12,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g45238.t1",695.332642822862,1.24539722746939,0.329682004090972,3.77757115042815,0.000158365269980593,0.000824335599828937,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g27766.t1",32.0561158990008,2.84773567507083,0.704283066285995,4.04345328092046,5.2669655072884e-05,0.000306162176690212,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g19376.t1",47.1048097615829,8.74094306846237,1.31856838130801,6.62911623877361,3.37702581654834e-11,7.88054261199842e-10,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g24202.t1",81.6506043721397,1.18562968098778,0.318674750940944,3.72050084761029,0.000198828074654613,0.00100473232325685,"Up at 28 hpf"
"Montipora_capitata_HIv3___TS.g21280.t1",62.0538294669438,9.88183932551934,1.330655686451,7.42629323734021,1.11683256044072e-13,4.04109339566209e-12,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g10447.t2",269.353029062345,-2.20748289844886,0.310057895853055,-7.11958291652425,1.0825414717587e-12,3.27850569237015e-11,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g23004.t1",224.884186436075,8.02352062955083,1.35910547431914,5.90353050676241,3.55803793757805e-09,5.464897379164e-08,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g15087.t1",7.13713533354853,5.74608827270283,1.24290049991855,4.62312813703058,3.7799606127785e-06,2.87998418612406e-05,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g44153.t1",124.463432547298,-1.54908213695018,0.522725505265062,-2.96347149956778,0.00304190229523664,0.0108924455427284,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g20495.t1",17.137309954859,5.52387442872774,1.94199400498147,2.84443433633589,0.00444903549752859,0.0151826675879985,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g19200.t1",69.5708958483881,-1.22497545089364,0.385274129476278,-3.17949054238034,0.00147534183798124,0.0058501148621194,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g29115.t1",1180.32472782053,2.74921184031252,0.278224479238633,9.88127230154512,5.01915442811898e-23,8.65893766608168e-21,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g19374.t1",9.48530216206503,6.16855515627892,1.30996868922711,4.70893327986214,2.49016559421465e-06,1.98004031322698e-05,"Up at 28 hpf"
"Montipora_capitata_HIv3___RNAseq.g23354.t1",15.2492935399628,7.16920414751471,1.53025275968397,4.68498037474234,2.79986758925367e-06,2.20093741088525e-05,"Up at 28 hpf"
