"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"Montipora_capitata_HIv3___RNAseq.g23056.t1",58.3173066613476,-0.4371290563571,0.350472189951414,-1.24725746832494,0.212303107082099,0.641887825108889,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g22956.t1",5.3801660163895,-0.17633002671446,0.786131575924092,-0.22430090854344,0.822523169302796,NA,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g11611.t1",3.70221785944641,4.97967636009403,2.37557826237151,2.09619545647925,0.0360648558412023,NA,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g7234.t1",8.36895269026709,0.127344438998268,0.986991332021011,0.129022854473819,0.89733956472064,0.988559403821319,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g26739.t1",25.3482720521536,0.14218917365844,1.43610561210268,0.0990102485918521,0.921130132890374,0.988559403821319,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g23054.t1",10.6684488767677,-0.446461976851991,0.684931701917036,-0.651834300562233,0.514508071582697,0.955283319157711,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g8206.t1",21.2632435260268,-0.0400789821277185,2.15841407118569,-0.0185687179595256,0.985185157983972,0.995291446922134,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g36841.t1",12.6785633460611,-1.97082354859587,1.5460471303724,-1.27474998004825,0.202397750283882,0.626946789077816,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g30231.t1",19.1869446241678,-5.0441471047423,1.44760219270246,-3.48448429421456,0.000493086400067913,0.0123341924583297,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g15942.t1",12.6270920726237,0.367487255046489,1.15190599771013,0.319025385558385,0.749707262907464,0.988559403821319,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g36999.t1",36.531167648161,-0.263532987467659,1.52323362127693,-0.173008909327211,0.862644424598231,0.988559403821319,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g47604.t1",2.59978753639154,-0.263637977084811,3.88919819164118,-0.0677872312219604,0.945955008389842,NA,"Not significant"
"Montipora_capitata_HIv3___TS.g7970.t2",10.3054055693763,-0.259282944113808,2.01812424300863,-0.128477196095354,0.897771343533609,0.988559403821319,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g19909.t1",3.91190316809618,-0.737951164999835,2.67562033902565,-0.275805634393019,0.78269735588949,NA,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g9512.t1",68.9256603807535,-2.72685562635656,1.34310349990048,-2.03026470153537,0.0423296401838251,0.244335554045132,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g19968.t1",3.83781131824333,-4.75273401605109,3.59258563290165,-1.32292852605225,0.185859147835117,NA,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g14916.t1",4.29458412170812,-0.263516604088322,1.68900855036354,-0.156018513956962,0.876018427898494,NA,"Not significant"
"Montipora_capitata_HIv3___TS.g38124.t1",8.56351432431827,-4.58864474493677,2.2763871433763,-2.01575762641629,0.0438253264619794,0.250120219042018,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g9640.t1",40.9147648568196,0.280272636112394,1.02456043688384,0.273554029633266,0.78442736579729,0.988559403821319,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g37069.t1",41.5015153845428,-0.747911608340275,0.509977875711091,-1.46655697033409,0.142496612728232,0.507857126094712,"Not significant"
"Montipora_capitata_HIv3___TS.g21730.t1",71.6503555414665,2.21938567804742,1.67113485955056,1.32807096049944,0.184154665767562,0.595720752836174,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g12823.t1",11.1507633115812,-1.88319133453204,1.32091442264127,-1.42567247525881,0.1539629051968,0.537606674822542,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g22595.t1",10.1195199861912,-1.49370667752289,1.09931518839855,-1.3587610662406,0.174222314348854,0.575592365788781,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g48200.t1",10.7089893434889,0.0814012252683867,0.719425252204129,0.113147578596935,0.909913554890928,0.988559403821319,"Not significant"
"Montipora_capitata_HIv3___TS.g13270.t1",2.44766834845894,-5.96897119881455,4.34927566799999,-1.37240581063453,0.169937142252399,NA,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g35627.t1",31.854012110539,-0.361486576343143,0.90951946691025,-0.397447871644966,0.691037219868825,0.988559403821319,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g35286.t1",4.25288170980453,-4.8116884994191,2.14776068217107,-2.24032804928489,0.025069633561386,NA,"Not significant"
"Montipora_capitata_HIv3___RNAseq.g45415.t1",31.5858540264095,1.5261451373462,1.45216273271227,1.05094635950046,0.293283226625134,0.752460036720982,"Not significant"
