"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"Montipora_capitata_HIv3___RNAseq.g23056.t1",58.3173066613476,-1.10237162796378,0.357779305582754,-3.08114977798458,0.002062028949314,0.00715622677588906,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g22956.t1",5.3801660163895,-2.20469977220092,0.864779232323418,-2.54943653801389,0.0107897146606052,0.0301320173776729,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g36841.t1",12.6785633460611,3.08623130066993,1.29591863327653,2.38150082993009,0.0172422519132634,0.0450305943527776,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g15942.t1",12.6270920726237,-3.16745942696674,1.23494999340939,-2.56484832897742,0.010322091436929,0.0290049207790497,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g36999.t1",36.531167648161,8.81991538774126,1.13403569355518,7.77745836208296,7.39961126765516e-15,2.65328918311635e-13,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g9512.t1",68.9256603807535,4.42415686400487,1.09690976278598,4.0332915378273,5.50009734245049e-05,0.00029022388647351,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g14916.t1",4.29458412170812,3.38508210121087,1.44141170679879,2.34844915248312,0.0188517729736826,0.0485110600184512,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g9640.t1",40.9147648568196,2.61418546166616,1.0114612746016,2.58456307454366,0.00975024686879455,0.0275732468545965,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g37069.t1",41.5015153845428,-1.72783578269068,0.522598703720394,-3.3062381716414,0.00094557676066906,0.00360048026909945,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g21730.t1",71.6503555414665,8.60902331162359,1.5141750722795,5.68561949620742,1.30339308405797e-08,1.52836004692504e-07,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g48200.t1",10.7089893434889,-1.84607928853554,0.760983942875153,-2.42591096148582,0.0152700161259742,0.0404600969363544,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g6847.t1",16.7780750260325,-4.14135403764481,1.56543173196727,-2.64550280480157,0.00815696107859055,0.023695244772246,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g28457.t1",14.8919446980091,5.36894869061373,0.933445395444135,5.75175443236203,8.83220302586982e-09,1.06664069572501e-07,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g20774.t1",41.5121000257135,1.18567450131223,0.381312462543503,3.10945646361337,0.00187431904769222,0.00658247755762094,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g20462.t1",20.4391348031314,2.22852308560789,0.57002472365374,3.90952004910159,9.24796801125377e-05,0.000461256062945831,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g8771.t1",25.1880925401047,2.45306578693509,0.8871233534644,2.76519130891477,0.00568894208335982,0.0174079753305313,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g35211.t1",9.20656063756202,6.31565923049765,1.32051644661462,4.78271909955303,1.7293972041485e-06,1.30161080940256e-05,"Up at 22 hpf"
"Montipora_capitata_HIv3___TS.g46890.t3",1102.23012668473,3.93777693553613,0.471299525895555,8.35514724538209,6.53511428293889e-17,3.40964080593559e-15,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g659.t1",18.0617249605639,-1.18687175940917,0.423696030730918,-2.80123407661312,0.00509075783303106,0.0158119959850701,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g38472.t1",158.40775856232,10.0980519492298,1.2041199933321,8.38625054408907,5.01893091156068e-17,2.70993089393396e-15,"Up at 22 hpf"
"Montipora_capitata_HIv3___TS.g23272.t1",4.56396075949385,5.54852907149954,2.3058652672963,2.40626768189512,0.0161164509186568,0.0423644154207658,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g26724.t1a",34.8167187815601,18.5707342130706,5.77394300871579,3.21630022759802,0.00129854906355805,0.00479126942918698,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g49789.t1a",20.9873387363196,-3.7714517379787,1.0280527689807,-3.6685390592528,0.000243940430238774,0.00108969445677128,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g42423.t1",7.96858193164829,-2.35958473921333,0.963644056271545,-2.44860612573365,0.0143410175429525,0.0383680683616186,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g46351.t1",5.86758932552749,5.3629012044234,1.17507611971467,4.563875577461,5.02178475541608e-06,3.39313372209159e-05,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g7477.t1",34.3175304535994,6.8770074834326,1.34243438015965,5.12278855865919,3.01049875886721e-07,2.65260929540795e-06,"Up at 22 hpf"
