"","X.1","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"1",12,"Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g35211.t1",0.948667126644882,0.000325277986171039,0.0361623102751619,144,-20.3,"2 20","49 73",20,"70.00%","70.00%","V143","V143","magenta",-0.353835324702503,-0.404648971615591,-0.418973435253201,-0.142786130696945,0.244059115637678,0.239533280709646,0.425642471586817,0.411008994334099,0.0469490930081773,0.0216067240976694,0.0169977209169082,0.435631315837484,0.178257906581346,0.186696997999411,0.0151495887328102,0.0194469788848081,"ZGA2","GO:0005975","carbohydrate metabolic process",35,15,11.24,0.04729,"Biological Processes",0.428571428571429
"2",12,"Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g35211.t1",0.948667126644882,0.000325277986171039,0.0361623102751619,144,-20.3,"2 20","49 73",20,"70.00%","70.00%","V143","V143","magenta",-0.353835324702503,-0.404648971615591,-0.418973435253201,-0.142786130696945,0.244059115637678,0.239533280709646,0.425642471586817,0.411008994334099,0.0469490930081773,0.0216067240976694,0.0169977209169082,0.435631315837484,0.178257906581346,0.186696997999411,0.0151495887328102,0.0194469788848081,"ZGA2","GO:0044237","cellular metabolic process",556,193,178.58,0.00517,"Biological Processes",0.347122302158273
"3",33,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g40797.t1b",0.913933153027858,0.00149273856243433,0.0525574437337875,172,-23.59,"2 23","786 808",21,"76.19%","85.71%","V222","V222","magenta",-0.398923545938565,-0.398923545938565,-0.282059516368059,0.109594890721019,0.319682134081942,0.222424145389819,0.439054778888878,-0.0108493408364677,0.0237168283111349,0.0237168283111349,0.117808898658328,0.550440826870785,0.0744915815541317,0.221118340218254,0.0119376345770049,0.953005495556857,"ZGA2","GO:0006518","peptide metabolic process",36,25,11.56,0.01653,"Biological Processes",0.694444444444444
"4",33,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g40797.t1b",0.913933153027858,0.00149273856243433,0.0525574437337875,172,-23.59,"2 23","786 808",21,"76.19%","85.71%","V222","V222","magenta",-0.398923545938565,-0.398923545938565,-0.282059516368059,0.109594890721019,0.319682134081942,0.222424145389819,0.439054778888878,-0.0108493408364677,0.0237168283111349,0.0237168283111349,0.117808898658328,0.550440826870785,0.0744915815541317,0.221118340218254,0.0119376345770049,0.953005495556857,"ZGA2","GO:0043043","peptide biosynthetic process",23,17,7.39,8.1e-06,"Biological Processes",0.739130434782609
"5",33,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g40797.t1b",0.913933153027858,0.00149273856243433,0.0525574437337875,172,-23.59,"2 23","786 808",21,"76.19%","85.71%","V222","V222","magenta",-0.398923545938565,-0.398923545938565,-0.282059516368059,0.109594890721019,0.319682134081942,0.222424145389819,0.439054778888878,-0.0108493408364677,0.0237168283111349,0.0237168283111349,0.117808898658328,0.550440826870785,0.0744915815541317,0.221118340218254,0.0119376345770049,0.953005495556857,"ZGA2","GO:0043603","amide metabolic process",73,35,23.45,0.00155,"Biological Processes",0.479452054794521
"6",33,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g40797.t1b",0.913933153027858,0.00149273856243433,0.0525574437337875,172,-23.59,"2 23","786 808",21,"76.19%","85.71%","V222","V222","magenta",-0.398923545938565,-0.398923545938565,-0.282059516368059,0.109594890721019,0.319682134081942,0.222424145389819,0.439054778888878,-0.0108493408364677,0.0237168283111349,0.0237168283111349,0.117808898658328,0.550440826870785,0.0744915815541317,0.221118340218254,0.0119376345770049,0.953005495556857,"ZGA2","GO:0043604","amide biosynthetic process",31,22,9.96,6.3e-06,"Biological Processes",0.709677419354839
"7",33,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g40797.t1b",0.913933153027858,0.00149273856243433,0.0525574437337875,172,-23.59,"2 23","786 808",21,"76.19%","85.71%","V222","V222","magenta",-0.398923545938565,-0.398923545938565,-0.282059516368059,0.109594890721019,0.319682134081942,0.222424145389819,0.439054778888878,-0.0108493408364677,0.0237168283111349,0.0237168283111349,0.117808898658328,0.550440826870785,0.0744915815541317,0.221118340218254,0.0119376345770049,0.953005495556857,"ZGA2","GO:0044237","cellular metabolic process",556,193,178.58,0.00517,"Biological Processes",0.347122302158273
"8",33,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g40797.t1b",0.913933153027858,0.00149273856243433,0.0525574437337875,172,-23.59,"2 23","786 808",21,"76.19%","85.71%","V222","V222","magenta",-0.398923545938565,-0.398923545938565,-0.282059516368059,0.109594890721019,0.319682134081942,0.222424145389819,0.439054778888878,-0.0108493408364677,0.0237168283111349,0.0237168283111349,0.117808898658328,0.550440826870785,0.0744915815541317,0.221118340218254,0.0119376345770049,0.953005495556857,"ZGA2","GO:0070125","mitochondrial translational elongation",6,6,1.93,0.00038,"Biological Processes",1
"9",34,"Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g40797.t1b",0.969414000050001,6.9902367394757e-05,0.0279876207591673,164,-21.68,"2 22","248 271",21,"71.43%","80.95%","V222","V222","magenta",-0.398923545938565,-0.398923545938565,-0.282059516368059,0.109594890721019,0.319682134081942,0.222424145389819,0.439054778888878,-0.0108493408364677,0.0237168283111349,0.0237168283111349,0.117808898658328,0.550440826870785,0.0744915815541317,0.221118340218254,0.0119376345770049,0.953005495556857,"ZGA2","GO:0006518","peptide metabolic process",36,25,11.56,0.01653,"Biological Processes",0.694444444444444
"10",34,"Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g40797.t1b",0.969414000050001,6.9902367394757e-05,0.0279876207591673,164,-21.68,"2 22","248 271",21,"71.43%","80.95%","V222","V222","magenta",-0.398923545938565,-0.398923545938565,-0.282059516368059,0.109594890721019,0.319682134081942,0.222424145389819,0.439054778888878,-0.0108493408364677,0.0237168283111349,0.0237168283111349,0.117808898658328,0.550440826870785,0.0744915815541317,0.221118340218254,0.0119376345770049,0.953005495556857,"ZGA2","GO:0043043","peptide biosynthetic process",23,17,7.39,8.1e-06,"Biological Processes",0.739130434782609
