"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"2",16.5968967222934,4.75695579592309,1.31303593310972,29.8465076544435,0.000101316667955579,0.00017659627688575,"Montipora_capitata_HIv3___RNAseq.g42173.t1"
"3",11.8264355343425,4.35826554912273,1.50804426713252,20.7891338015122,0.00409510521458036,0.00578843649877676,"Montipora_capitata_HIv3___TS.g35745.t1"
"4",30.1676458836784,1.16579910863343,0.710854441328056,30.0584324951243,9.26445580195546e-05,0.000162171221449275,"Montipora_capitata_HIv3___RNAseq.g8204.t1"
"5",47.4360825596154,0.90150780335307,0.355339734663151,42.3221255502753,4.50761304542596e-07,1.03332353635601e-06,"Montipora_capitata_HIv3___RNAseq.g9577.t1"
"6",934.354688371651,-1.72329429332597,0.198997847030146,131.844377925596,2.58755098626684e-25,3.1256024236855e-24,"Montipora_capitata_HIv3___RNAseq.g23056.t1"
"7",26.1893715365889,-2.95771519650754,0.995078832366122,16.7241384580046,0.0192642543919865,0.0245635513269119,"Montipora_capitata_HIv3___RNAseq.g33892.t1"
"8",210.452189499346,-2.58197002760327,0.343567695454134,148.405157070368,8.77768145004809e-29,1.54609549080453e-27,"Montipora_capitata_HIv3___RNAseq.g22956.t1"
"10",290.232344981786,1.37401006684146,0.367885338093747,90.1184108376082,1.16986847594495e-16,6.38975521826502e-16,"Montipora_capitata_HIv3___RNAseq.g11611.t1"
"11",226.909436382668,-0.448137077576896,0.219551551161693,69.2688521857999,2.0758921219815e-12,7.85875377636425e-12,"Montipora_capitata_HIv3___RNAseq.24234_t"
"12",9.58309645855291,7.87710808396257,1.61398869039954,53.4818484046013,2.97755352449713e-09,8.46075851412399e-09,"Montipora_capitata_HIv3___RNAseq.g36441.t1"
"13",526.429083035115,-0.455784145590173,0.166890172270427,24.2346943952613,0.00103600790017924,0.00159006641333488,"Montipora_capitata_HIv3___RNAseq.g7234.t1"
"14",16.3338538558651,5.68180850037547,0.949091191666426,46.4743197661186,7.06741128189455e-08,1.7633943516973e-07,"Montipora_capitata_HIv3___RNAseq.g26541.t1"
"16",6.47338659947763,5.56221002955488,1.93106833937372,17.2416505220281,0.0159026947181992,0.0205422470596482,"Montipora_capitata_HIv3___RNAseq.g17208.t1"
"17",10.8459563952026,5.82179851977815,1.60318541412208,31.7962441240107,4.43046988379118e-05,8.06935803926949e-05,"Montipora_capitata_HIv3___TS.g23982.t1"
"18",333.645302362069,-1.8487000696796,0.32917576088239,61.8902991495391,6.32315449559076e-11,2.08900578726105e-10,"Montipora_capitata_HIv3___RNAseq.g23054.t1"
"20",121.150041565884,0.454265645444741,0.245751309798583,39.280083093916,1.72812738714846e-06,3.7101696278862e-06,"Montipora_capitata_HIv3___RNAseq.g36841.t1"
"21",1501.28256545284,2.40063372109626,0.345864733473854,139.821904634676,5.53896903065504e-27,7.99974318927361e-26,"Montipora_capitata_HIv3___RNAseq.g30231.t1"
"22",7.43493246088769,6.9435939346277,1.82288583250294,27.0415950759991,0.000327583351864452,0.000535946574827549,"Montipora_capitata_HIv3___RNAseq.g18748.t1"
"24",10.3174662920383,5.25452919482539,1.38906795825629,38.0522688988677,2.96162369382987e-06,6.20082626711171e-06,"Montipora_capitata_HIv3___RNAseq.g41943.t1"
"26",1006.61205070689,-1.32955831696997,0.205485365530929,128.117222423583,1.55445343207727e-24,1.73624443107079e-23,"Montipora_capitata_HIv3___RNAseq.g15942.t1"
"28",14.0037029167694,7.71002140061455,1.82422965138658,18.7301077048162,0.00907619151555874,0.012165353226799,"Montipora_capitata_HIv3___TS.g34166.t1"
"29",2265.80551893726,9.26345421546393,0.976705087343966,88.6339680597671,2.35968420809046e-16,1.25213624501978e-15,"Montipora_capitata_HIv3___RNAseq.g36999.t1"
"30",164.061671737602,2.84670578663544,0.550534669300013,54.7168432595873,1.69644746546015e-09,4.92841390330551e-09,"Montipora_capitata_HIv3___TS.g11490.t2"
"32",5.03539628047047,3.91525026663736,1.60091786441905,22.5790395256952,0.00201735250947751,0.00297178346509934,"Montipora_capitata_HIv3___TS.g17921.t1"
"33",51.8600028151141,-3.87382594286248,0.628141840466522,68.0395391045237,3.67517904170568e-12,1.36378611451854e-11,"Montipora_capitata_HIv3___TS.g13272.t1"
"34",1537.80999982843,-0.489433044427837,0.19057504930728,33.044391202823,2.59770317655582e-05,4.86982699490515e-05,"Montipora_capitata_HIv3___TS.g7970.t2"
"35",310.771544173974,1.29663396176473,0.227095083351586,261.630098959374,9.24973150237161e-53,2.00615631830915e-50,"Montipora_capitata_HIv3___RNAseq.g9512.t1"
"36",7.49985046935468,7.35301908510407,1.85065404811687,26.7273444151426,0.000373108363766985,0.000605215626285644,"Montipora_capitata_HIv3___RNAseq.g41686.t1"
