"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"Montipora_capitata_HIv3___RNAseq.g42173.t1",17.5264370629659,5.77554348171516,1.33080049487198,28.2221313225257,0.000200415120072722,0.000314661889942823,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g35745.t1",12.4791437759724,3.4827700770581,1.56113579061972,20.0569358280679,0.00544800701977717,0.00724304528815694,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g8204.t1",32.3655057555787,1.76745744990844,0.618881590927754,39.9463599083671,1.28889785359481e-06,2.46647949298516e-06,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g9577.t1",48.2346133288969,-1.06529800897993,0.377662623620493,47.6406649434805,4.18543838889177e-08,8.94660100778662e-08,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g23056.t1",943.858519451177,-1.10890502656304,0.157028646807403,218.946947736161,1.10385014736035e-43,9.15799594067155e-43,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g33892.t1",26.2669557209681,-1.88616077161932,1.0117074083722,15.6255838337821,0.0287660993824705,0.0347567007135411,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g22956.t1",215.992067083046,-1.94733027045227,0.210152789393218,437.297009535359,2.37094907579792e-90,6.65533171690984e-89,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g5416.t1",3.77642942542426,5.07339019403041,2.17916131040973,19.8939794545464,0.00580329539196867,0.00768943237088636,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g36441.t1",10.3058632257825,6.74443836552128,1.63452467258499,50.1711199353039,1.33694617807654e-08,2.95917660214342e-08,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g26541.t1",16.5831956018278,4.32129358222289,0.819212911568773,80.2691954653138,1.21392659799949e-14,3.72788567515926e-14,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g17208.t1",6.74374040977301,6.3245985232251,1.79848351018152,24.2267240498693,0.00103936202936437,0.00150711115007414,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g23982.t1",11.2806369368791,7.81821791371661,1.57026635721181,36.2832831034224,6.40930779223725e-06,1.1538766698267e-05,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g23054.t1",340.562081432739,-1.02360837935513,0.262425014813957,105.524476193179,7.77233745312147e-20,2.96961180660373e-19,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g30231.t1",1519.77037674878,1.87644081858835,0.218782699670805,373.762792979924,1.00368418984134e-76,1.95353014291297e-75,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g18748.t1",7.30722961654599,6.03820755584536,1.70393069967944,38.0750543958663,2.93222443566715e-06,5.44179766764545e-06,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g41943.t1",10.9132847609596,5.51300759917121,1.38179861388942,41.7436529608168,5.82561072540582e-07,1.14806100579066e-06,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g15942.t1",1037.30146840903,-1.10682616392874,0.115243014672328,441.759339444361,2.61163456901825e-91,7.49706368842214e-90,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g34166.t1",13.5792469487782,7.46105184581653,1.66157595267983,32.1040771788489,3.88505346167741e-05,6.52668373575268e-05,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g36999.t1",2339.10951498432,8.77564912534623,0.394452487724501,853.355038828232,5.65623011077635e-180,1.19424330969341e-177,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g11490.t2",164.419216271782,1.59644085997145,0.370769398770873,143.469106878783,9.52817244860946e-28,4.86118649334852e-27,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g17921.t1",5.37795713661498,2.16045236506912,1.69126062471618,22.395011945732,0.00217103549339102,0.00303262194596741,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g13272.t1",53.0515236128492,-3.64621213485973,0.608215110643763,76.9702514069573,5.70369381037191e-14,1.69874809928249e-13,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g9512.t1",316.303273166448,1.64901873068817,0.178585670327389,430.675069471858,6.25702406715663e-89,1.68183496535741e-87,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g41686.t1",8.16745615183818,7.61147907954389,1.76447425757537,27.6282220277057,0.000256741012312367,0.000398524242004826,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g4789.t1",8.96494627859947,4.92567447220792,1.56256982900663,26.4210416376115,0.000423444624949553,0.000642498882318133,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g6231.t1",59.1419430471856,2.54570319434783,0.412961981667214,83.7899663836848,2.31806577021145e-15,7.34705562347993e-15,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g44557.t1",104.422408420247,6.95670099586342,0.71054438260153,168.217299631935,5.96414769367537e-33,3.6105832401957e-32,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g24692.t1",23.8716177904726,6.36337897927979,1.18504344207184,66.2234759579729,8.53383577863605e-12,2.27868743660299e-11,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g14916.t1",99.0820793876937,11.0752612058799,1.11226345217568,493.606593515739,1.89843124189408e-102,6.84586523453808e-101,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g38124.t1",309.299978320745,1.66831133132508,0.202996588676395,133.681002905009,1.06871824829164e-25,5.09393809921044e-25,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g9640.t1",732.867640288445,1.04514465889545,0.224403394569686,232.809819086572,1.2551302461002e-46,1.11905538496394e-45,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g18279.t1a",59.650780409194,8.58441696434793,1.70528587314831,37.6171266813882,3.58265633879432e-06,6.59763985232271e-06,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g2970.t1a",19.7671192523778,6.05458560810068,1.89453728331543,25.0130020509667,0.000754783542994199,0.00111200526329686,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g37069.t1",574.098265555396,-1.76928515313021,0.165117994079848,401.73612151639,1.01209774252079e-82,2.31653510792051e-81,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g8038.t1",23.5900729006399,5.50890750165536,0.86947368968593,94.0779782198533,1.79469299732659e-17,6.24307185567154e-17,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g21730.t1",58.3770774224095,6.28699945620818,0.717530216374673,160.680376783636,2.30679920301146e-31,1.32160696432591e-30,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g22595.t1",428.534141830268,-1.27166843459055,0.240043669463936,200.801871117116,7.76311201748939e-40,5.76877824161153e-39,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g48200.t1",380.815609549914,-1.41370422252224,0.239497480835613,201.934279601405,4.46870084818386e-40,3.34372204965416e-39,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g45417.t1",50.4909538521599,2.50581244703271,0.639684078149836,37.0119502631957,4.66627588276582e-06,8.50715056914952e-06,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g13270.t1",97.9271947964714,-1.83344681564262,0.464153189479838,70.7530134256938,1.04057911752244e-12,2.90081838377835e-12,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g35627.t1",411.946346824364,1.81728286935869,0.217343097774633,120.457112126914,6.15315153046999e-23,2.64275318607465e-22,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g16464.t1",30.8767907167545,-1.46267285128935,0.581583673687485,14.7692446111398,0.039073773052311,0.0463876675803767,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g22323.t1",6.38976316232379,5.50425646695616,3.02622987443084,15.1268902621541,0.0344068234137247,0.0411727390520609,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g14604.t1",90.0186556850376,1.51156329628616,0.41267486738025,30.1305489019487,8.98638790131321e-05,0.000145926759338217,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g12806.t1",143.287912985674,11.152889300987,1.15093896470563,284.631578278306,1.15408212642649e-57,1.36139639342869e-56,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g32070.t2",17.0667264863515,4.50970800538346,1.59853857277626,26.5466226765641,0.000402047777359076,0.000611529864737492,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g7355.t1",244.194810832983,-4.22635468154622,0.400797192107247,319.012293833062,5.24258163604041e-65,7.58833090557921e-64,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g36074.t1",9.79700794103582,5.29390423744794,2.23272948290184,22.6184501993313,0.00198584656594087,0.00278475365250838,"Up at 48 hpf"
"Montipora_capitata_HIv3___TS.g30877.t1",6.94966656918284,7.19946710318393,2.05328139334279,19.6854277648663,0.00629077457055929,0.00829911702718401,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g34646.t1b",76.8621573595452,1.28315765634817,0.755705700363169,31.3319177596139,5.39931136270952e-05,8.95439325944944e-05,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g45415.t1",1952.60725660336,2.57061182943024,0.21524265721469,271.405880059381,7.63614337060304e-55,8.39918117739753e-54,"Up at 48 hpf"
"Montipora_capitata_HIv3___RNAseq.g1134.t1a",97.3006176314243,1.27047082015329,0.515718278943111,54.9693364598338,1.51190986575263e-09,3.56152621541226e-09,"Up at 48 hpf"
