"","miRNA","mRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category"
"1","Montipora_capitata_HIv3___Scaffold_10_631026","Montipora_capitata_HIv3___RNAseq.g13210.t1",152,-26.12,"2 17","426 444",15,"73.33%","80.00%","V22816","V22816","green",-0.0161801550176496,0.543128805523471,0.0967374245006823,0.331228385516444,-0.216130252682594,-0.322729451669733,-0.414789355224809,-0.00126540094581201,0.929961869287152,0.00131736061215541,0.598405060400711,0.064050583393072,0.234801884260961,0.0716159664673753,0.0182502728372927,0.994515877502244,"Maternal"
"2","Montipora_capitata_HIv3___Scaffold_10_631026","Montipora_capitata_HIv3___RNAseq.g19130.t1",148,-23.32,"2 13","70 88",11,"81.82%","90.91%","V2660","V2660","midnightblue",0.24178386976452,-0.292653715846966,0.403737839802736,0.408830498852515,-0.124959094781545,-0.0805354106932598,-0.0619435643361008,-0.4942604227619,0.182466112102457,0.104067554744145,0.0219317491112797,0.0201656460993133,0.495599338438081,0.661267059841841,0.736276601491881,0.00403619473409789,"Maternal"
"3","Montipora_capitata_HIv3___Scaffold_10_631026","Montipora_capitata_HIv3___RNAseq.g22601.t1",157,-22.64,"2 15","946 965",14,"85.71%","92.86%","V28890","V28890","green",0.428670561879262,0.311162368268214,0.441097684283909,0.0897913481815802,-0.163130756797377,-0.149483928260089,-0.473239286488743,-0.484867991066756,0.0143676288075312,0.0830072322608718,0.011502778394777,0.625042041344493,0.372345241097305,0.414175058357816,0.00622726285436468,0.00491539539568766,"Maternal"
"4","Montipora_capitata_HIv3___Scaffold_10_631026","Montipora_capitata_HIv3___RNAseq.g26656.t2",150,-23.06,"2 11","688 706",9,"100.00%","100.00%","V1719","V1719","green",0.424803744601779,0.356085323908108,0.365235679101011,0.249541901638318,-0.308188848878652,-0.393906281527806,-0.398816829691346,-0.294754689151412,0.0153723579011559,0.0454691166961276,0.0398301520127709,0.168399822720711,0.0861491812823875,0.0257026906924101,0.0237577122141657,0.10149236705598,"Maternal"
"5","Montipora_capitata_HIv3___Scaffold_10_631026","Montipora_capitata_HIv3___RNAseq.g27662.t1",148,-23.25,"2 18","52 74",20,"65.00%","75.00%","V20075","V20075","green",0.373368920887739,0.422468371086207,0.298427353573553,0.23900195219828,-0.198982534755852,-0.191542261817467,-0.519939414910985,-0.422802386261474,0.0353037343236038,0.0160070971095085,0.097106781104602,0.187705794391906,0.27492328615995,0.293635178916252,0.00228772191119001,0.0159149966958494,"Maternal"
"6","Montipora_capitata_HIv3___Scaffold_10_631026","Montipora_capitata_HIv3___RNAseq.g34096.t1",146,-20.95,"2 11","427 445",9,"88.89%","100.00%","V16019","V16019","green",0.124601784530023,0.248385174422562,0.238283112910331,0.400295556702841,0.0728529502354105,0.00196730348989837,-0.585339388515508,-0.501046493775559,0.49684246246557,0.170446572049642,0.18907667176143,0.0231963368128782,0.691921137858974,0.991473991604361,0.000432974738025596,0.00348849627994921,"Maternal"
"7","Montipora_capitata_HIv3___Scaffold_10_631026","Montipora_capitata_HIv3___RNAseq.g34290.t1",150,-21.15,"2 15","396 414",13,"76.92%","84.62%","V23635","V23635","midnightblue",0.348583814056879,-0.292440298203443,0.125659008974696,0.290255077828822,0.21090581194254,-0.195266130435713,-0.283915368558617,-0.203781915605164,0.0505531273988849,0.104331873315816,0.493168830111857,0.107067461873161,0.246583791617981,0.28417093493498,0.115309034772529,0.263272610980194,"Maternal"
"8","Montipora_capitata_HIv3___Scaffold_10_631026","Montipora_capitata_HIv3___RNAseq.g41319.t1",149,-21.24,"2 17","869 885",15,"73.33%","86.67%","V25296","V25296","green",0.364241116749514,0.129700395276348,0.284280670340457,0.151871773102263,0.137220864864636,-0.210094912620277,-0.453962555202911,-0.403257352510032,0.040414328685898,0.479254183047211,0.114821665120264,0.406671728815381,0.453912344407607,0.248447102283793,0.00905950407652253,0.022104770147634,"Maternal"
"9","Montipora_capitata_HIv3___Scaffold_10_631026","Montipora_capitata_HIv3___RNAseq.g44170.t1",155,-27.05,"2 18","13 30",16,"68.75%","93.75%","V12022","V12022","green",0.24932102528855,0.507897416390361,0.328807360506493,0.268499564977088,-0.319307110721824,-0.282908473377073,-0.415114171147059,-0.337195611916537,0.168789289643534,0.00300184804440696,0.0661388141723939,0.13731260764554,0.0748515706272952,0.116660379905569,0.0181503680809124,0.0591239286916666,"Maternal"
"10","Montipora_capitata_HIv3___Scaffold_10_631026","Montipora_capitata_HIv3___RNAseq.g44562.t1",162,-28.93,"2 16","547 566",15,"86.67%","93.33%","V7349","V7349","green",0.158681864975977,0.127407768612177,0.225523305329032,0.194400087901047,0.098349397100178,-0.0728574393793493,-0.311676266312707,-0.419828718226354,0.385700050009242,0.487122710679451,0.214583914414521,0.286354296503735,0.592294074611051,0.691903079126839,0.0824732716402409,0.0167507003581223,"Maternal"
